site_unique,site_location_name,established_date,description,bioregion_name,landform_pattern,landform_element,site_slope,site_aspect,comments,outcrop_lithology,other_outcrop_lithology,plot_dimensions,site_location_visit_id,visit_start_date,visit_end_date,visit_notes,location_description,erosion_type,erosion_abundance,erosion_state,microrelief,drainage_type,disturbance,climatic_condition,vegetation_condition,observer_veg,observer_soil,described_by,pit_marker_easting,pit_marker_northing,pit_marker_mga_zones,pit_marker_datum,pit_marker_location_method,soil_observation_type,a_s_c,plot_is_100m_by_100m,plot_is_aligned_to_grid,plot_is_permanently_marked,latitude,longitude,point,state,visit_date,visit_number
QDABBS0004-58726,QDABBS0004,2019-04-05T17:41:03,"Carnarvon Station Reserve, 2.9km NNE of Carnarvon homstead.  78.6km West
of Christmas Creek.",BBS,HIL,HCR,3,45,"Surface strew, basalt pebble to cobble size. Site is on a bit of a saddle, slope to the NE and SE 2-3degrees. Introduced plant impact is low, Cenchrus ciliaris and Opuntia present. Grazing impact is low, cattle present. Nearest infrastructure is the track 20m East of North East. Site is homogenous, extend 150m South, 100m West, 75m East and 200m North. Site is long unburnt (5 years at least), scarring present on some trees. Evidence of last year’s burn off to the East (outside of plot).",NA,NA,100 x 100m.,58726,2019-04-05T17:41:03,2019-04-05T17:41:03,,"Surface strew, basalt pebble to cobble size. Site is on a bit of a saddle, slope to the NE and SE 2-3degrees. Introduced plant impact is low, Cenchrus ciliaris and Opuntia present. Grazing impact is low, cattle present. Nearest infrastructure is the track 20m East of North East. Site is homogenous, extend 150m South, 100m West, 75m East and 200m North. Site is long unburnt (5 years at least), scarring present on some trees. Evidence of last year’s burn off to the East (outside of plot).Carnarvon, 2.9km NNE
Christmas Creek, 78.6km West
",n/a,0,n/a,Z,7,0,WET,AVG,30,31,30,576900,7258846.2,55,WGS84,TABLET,PA,,TRUE,TRUE,TRUE,-24.7841438888889,147.759626944444,SW,QLD,2019-04-05,1
QDABBS0005-58747,QDABBS0005,2019-04-06T16:27:56,"Carnarvon Station Reserve, 4.7 north north east of homestead. 93km south west of Rolleston.",BBS,HIL,PLA,5,345,"Landform element and pattern is a plain in hills. Site slope is relatively flat along the southern edge with gradual 5 degree slope to the NNW. No outcrop apparent. Surface strew present, pebble to cobble size; mostly basal in the south-western end of plot and ironstone/sandstone in the north-eastern end. Introduced plant species impact is low; Cenchrus ciliaris, Opuntia tomentosa present. Grazing impact is minimal; Brumbies present on property and cattle scat found in plot. Homogeneity is confined to plot. Site burnt within last 2-3 years. Nearest infrastructure is vehicle track 60m South of SE corner.",NA,NA,,58747,2019-04-06T16:27:56,2019-04-06T16:27:56,,"Landform element and pattern is a plain in hills. Site slope is relatively flat along the southern edge with gradual 5 degree slope to the NNW. No outcrop apparent. Surface strew present, pebble to cobble size; mostly basal in the south-western end of plot and ironstone/sandstone in the north-eastern end. Introduced plant species impact is low; Cenchrus ciliaris, Opuntia tomentosa present. Grazing impact is minimal; Brumbies present on property and cattle scat found in plot. Homogeneity is confined to plot. Site burnt within last 2-3 years. Nearest infrastructure is vehicle track 60m South of SE corner.Carnarvon, 4.7 NNE
Ten Mile, 62.8km West",n/a,0,n/a,Z,7,0,WET,AVG,1,31,1,577602.2,7260459.8,55,WGS84,TABLET,PA,,TRUE,TRUE,TRUE,-24.7685211111111,147.766605,SW,QLD,2019-04-06,1
QDABBS0006-58727,QDABBS0006,2019-04-10T10:00:54,"Abattoir Reserve, north of Dalby Gun Club. 4.3km north west of Dalby.",BBS,FLO,DDE,0,,"Site is located on Crown Land 4.3 km north west of Dalby that was set aside for a town abattoir that was never built.  Site doesn’t seem to have been previously cleared. There is evidence of the odd tree cutting and fallen debris. Introduced plant species is low, Opuntia stricta is present. Site is long unburnt, no scarring on Eucalyptus populnea. The neighbouring property does put cattle in the reserve sometimes. There is a hot wire along part of the boundary, presumably to keep cattle in. No surface strew or outcrop. Cenozoic sediments. A narrow quad bike track runs NW to SE just inside the NE corner.",NA,NC,100 x 100m.,58727,2019-04-10T10:00:54,2019-04-10T10:00:54,,"Abattoir Reserve, north of Dalby Gun Club. 4.3km north west of Dalby",n/a,0,n/a,AM,3,0,DRY,AVG,30,31,30,324945.3,6995431.7,56,WGS84,TABLET,PA,,TRUE,TRUE,TRUE,-27.15261,151.233411111111,SW,QLD,2019-04-10,1
QDABBS0007-58711,QDABBS0007,2019-04-10T14:28:38,"Saint Ruth Reserve,  16.4km South of Dalby.  7.2km north north west of Tipton
",BBS,FLO,PLA,0,,"Saint Ruth conservation area. Site on a plain. Slope and aspect- flat with no slope. No surface strew. Grazing- low, some evidence of kangaroo and wallaby. Introduced species impact- moderate with Pear trees throughout. Site recently burnt, controlled burn previous few years. Closest infrastructure- track 30m south of SW corner. Homogeneity- community extends 150m north from the centre of plot. It extends 30m from western edge of plot where it hits the track but continues another 300m beyond that. Some evidence of selected logging throughout site.",NA,NA,,58711,2019-04-10T14:28:38,2019-04-10T14:28:38,Basal- Eucalyptus half bark actually angophora,"Dalby, 16.4km South
Tipton, 7.2km NNW
",n/a,0,n/a,Z,4,0,WET,AVG,1,31,1,326091.96,6975872.53,56,WGS84,TABLET,PA,,TRUE,TRUE,TRUE,-27.3291811111111,151.24217,SW,QLD,2019-04-10,1
QDABBS0008-58728,QDABBS0008,2019-04-11T09:47:50,"St Ruth Reserve, 16.6km south 350m south south west of reserve entrance gate. 16.6km south of Dalby",BBS,FLO,DDE,0,,"Site is flat, the general slope of the landscape is SW towards Condamine River. Some corn husks, cotton and Sorghum has washed into site from neighbouring farmland. Landform element drainage pattern. No surface strew or lithology. This site has been burnt 3 times by the local council to control Lippia sp. Grazing impact is low, some kangaroos present. Introduced species impact moderate, Opuntia tomentosa and O.aurantiaca , Urochloa panicoides and Phyla canescens. Plot is homogenous, community extends 150m North, 100m West, 100m South, 60m East into denser E. populnea with farmland  90m to East.",NA,NC,,58728,2019-04-11T09:47:50,2019-04-11T09:47:50,,"Site is flat, the general slope of the landscape is SW towards Condamine River. Some corn husks, cotton and Sorghum has washed into site from neighbouring farmland. Landform element drainage pattern. No surface strew or lithology. This site has been burnt 3 times by the local council to control Lippia sp. Grazing impact is low, some kangaroos present. Introduced species impact moderate, Opuntia tomentosa and O.aurantiaca , Urochloa panicoides and Phyla canescens.Plot is homogenous, community extends 150m North, 100m West, 100m South, 60m East into denser E. populnea with farmland  90m to East.
St Ruth Reserve, 16.6km south 350m south south west of reserve entrance gate. 16.6km south of Dalby.",n/a,0,n/a,Z,4,0,WET,AVG,30,31,30,326907.319,6975799.215,56,WGS84,TABLET,PA,,TRUE,TRUE,TRUE,-27.3308711111111,151.249343888889,SW,QLD,2019-04-11,1
QDABBS0009-58729,QDABBS0009,2019-04-13T09:34:15,"Myall Park Private Reserve. 11.km WWN of Oakey, 2.7km. SE of Jondaryan.

",BBS,FLO,PLA,0,,"Surface strew and lithology, none apparent. Site is flat, no slope. Introduced weed impact moderate, Bryophyllum x houghtonii, Sonchus sp., Opuntia spp.. Site is homogenous, community extend 100m East, 70m North. Nearest infrastructure is Jondaryan-Mount Tyson Rd, 60m W from SW corner. Site is long unburnt. There has been selective logging in site, not for some time though.",NA,NA,100 x 100m.,58729,2019-04-13T09:34:15,2019-04-13T09:34:15,"In basal area observations, Geijera and Alectryon are grouped with Pittosporum.","Oakey, 11.km WWN
Pittsworth, 36.7km N
",n/a,X,n/a,AM,3,0,WET,AVG,30,31,30,362829.213,6970081.048,56,WGS84,,PA,,TRUE,TRUE,TRUE,-27.3856530555556,151.6128,SW,QLD,2019-04-13,1
QDABBS0010-58963,QDABBS0010,2021-03-28T11:12:12,"Irongate conservation park. 12.9 km north west of Pittsworth, 58.6 km south east of Dalby. ",BBS,RIS,HSL,2,225,"Landform element and pattern is a hillslope on rises. Slope is gentle, approx. 2 degrees to the south west. No outcrop. Minimal surface strew, very sparse basaltic cobbles present. Site is very long unburnt, with no evidence of scarring on trees. Very old wood cutting seen on southern edge and in north of site, but not common. Remaining stumps are almost rotten. Some suckering of Brigalow along the north west corner, likely as a result of past clearance. Some die-off Casuarina cristata, likely due to drought, and crowns of many trees have died back. Less crown die back in Brigalow. Minimal grazing effect, some potential pig sign observed in a small area.  Malvastrum americanum var. stellatum  is common in the site, and there are several other weed species,- Bryophyllum delagoense, Opuntia tomentosa, Opuntia tomentosa, Megathyrsus maximus var. pubiglumis also present in the ground storey. Lycium ferocissimum also present. Dead prickly pear scattered throughout looks to have undergone control treatments. Need to check with Pittsworth Group what works have been done on site (flagging tape and pickets are common). Community is confined to the plot. To the east of the plot is more softwood and less Brigalow. The NW corner is approximately 15m in from the reserve boundary, which is the nearest infrastructure.",NA,NC,100 x 100m.,58963,2021-03-28T11:12:12,2021-03-28T11:12:12,"set up in north west corner

basal wedge: in book is ""exocarpa"" at 5/9 points. Entered as N. broombush/ E. two spine leafless shrub'. In book is ""glandy leaf/soft"" entered as 'velvet leaved shrub'.

point intercept: SN5, 80m: unknown substrate is ant nest","Irongate Conservation Park. 12.9 km NW of pittsworth, 58.6 km SE of Dalby. ",n/a,0,n/a,N,4,0,WET,AVG,1,13,1,354244.7,6939925.2,56,WGS84,TABLET,P,3 VE AE EI GM EQR,TRUE,TRUE,TRUE,-27.6579567354229,151.522344050851,SW,QLD,2021-03-28,1
QDACHC0001-53592,QDACHC0001,2013-04-22T00:00:00,"Lochern National Park, 125km SW of Longreach . Site on top of existing QPWS monitoring site",MGD,PLA,PLA,0,,Grazing impact low- kangaroos. Fire impact- long unburnt- No scarring on trees. Weeds- nil. Homogeneity- continues 60m in all directions. Road to the north but community continues on other side of road. Site on top of existing QPWS monitoring site,NC,NC,,53592,2013-04-22T00:00:00,2013-04-22T00:00:00,"",125km SW of Longreach on Lochern National Park. Site on top of existing QPWS monitoring site.,NC,X,NC,Z,4,0,DRY,DRY,1,2,1,729498,7332390,54,WGS84,DGPS,P,,TRUE,TRUE,TRUE,-24.1046,143.257294444444,SW,QLD,2013-04-22,1
QDACHC0002-53593,QDACHC0002,2013-04-24T00:00:00,"Noonbah Station, 133km south west of Longreach",MGD,PLA,PLA,1,225,Shallow drainage line from eastern boundary to southern edge. At South westerly angle. Weed impact minimal. Long unburnt. Lots of coarse woody debris- Acacia cambagei that have fallen over but no scarring on tree or shrubs. Grazing impact low.-Paddock destocked. Very dry. To the west of the site 400m away is low hill. More low hills to the north of the site/ low rise.,NC,NC,,53593,2013-04-24T00:00:00,2013-04-24T00:00:00,"",133km SW of Longreach on Noonbah Station,G,1,NC,Z,4,1L,DRY,DRY,1,2,1,720498,7330179,54,WGS84,DGPS,P,,TRUE,TRUE,TRUE,-24.1259555555556,143.169161111111,SW,QLD,2013-04-24,1
QDACHC0003-53467,QDACHC0003,2013-04-23T12:00:00,"Noonbah Station, 2.3km south west of homestead.  29km north west of Stonehenge",CHC,PLA,PLA,0,,Acacia cambagei woodland with Flindersia maculosa with a mid- stratum of Eremophila mitchellii.,NA,S,100m x 100m.,53467,2013-04-23T11:59:00,2013-04-23T11:59:00,,Noonbah Station ,NC,X,NC,N,4,1L,DRY,DRY,3,2,3,720023,7331187,54,WGS84,GPS,PA,NC,TRUE,TRUE,TRUE,-24.1163777777778,143.164894444444,SW,QLD,2013-04-23,1
QDACHC0004-53468,QDACHC0004,2013-05-18T12:00:00,"Diamantina National Park , margins of Diamantina River.",CHC,ALP,DDE,1,270,Eucalyptus coolabah low open woodland with a ground stratum dominated by Sporobolus mitchellii and. Scattered Chenopodium auricomum in the mid stratum.,NA,NA,100m x 100m.,53468,2013-05-19T13:44:00,2013-05-19T13:44:00,"RE: Point Intercept, please switch directions on all transects. Sorry!!
East changes to South and South changes to East. 
West changes to North and North changes to West.","On the Diamantina River channels, Diamantina National Park, 11km west of ranger base. 
",NC,NC,NC,NC,7,NC,DRY,DRY,3,4,3,509382,7376994,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-23.7187722222222,141.091861111111,SW,QLD,2013-05-19,1
QDACHC0005-53522,QDACHC0005,2013-05-19T00:00:00,"Diamantina Lakes National Park, 8km north west of homestead. 182km south east of Boulia,",CHC,FLO,FLD,1,,2 drainage lines- 1 to the east towards the main channel 1 degree slope. On northern edge is another drainage line. Centre is highpoint within quadrat. Grazing effect moderate. Introduced species low- some Xanthium occidentale . Long unburnt- No scarring and recruitment age of E. coolabah. Strew- some large cobbles on levee in centre. Sandstone. Rest of site strew sparse.,NA,NA,100m x 100m.,53522,2013-05-19T00:00:00,2013-05-19T00:00:00,,"Diamantina Lakes National Park 8km north west of homestead. 182km south east of Boulia, ",S,2,A,Z,4,1L,WET,DRY,1,2,1,507369,7376590,54,WGS84,GPS,PA,NC,TRUE,TRUE,TRUE,-23.721675,141.072305555556,SW,QLD,2013-05-19,1
QDACHC0006-53469,QDACHC0006,2013-05-20T12:00:00,Diamantina Lakes National Park about 500 meters west of ranger base.,CHC,ALP,SWP,0,,Chenopodium auricomum low sparse chenopod shrubland to Sporobolus mitchellii low sparse tussock grassland. In a swamp/drainage depression.,NA,NA,100m x 100m.,53469,2013-05-20T16:09:00,2013-05-21T12:00:00,"","Diamantina Lakes National Park, 500 meters west of ranger base.",G,1,NC,Z,4,0,DRY,DRY,3,13,3,513606,7371273,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-23.7694527777778,141.133497222222,SW,QLD,2013-05-20,1
QDACHC0007-53517,QDACHC0007,2013-05-20T00:00:00,Diamantina Lakes National Park. 16km north west of homestead. 165km south east of Boulia.,CHC,FLO,FLD,1,265,"On outer reaches of Diamantina River floodout. Recent rain 1 month previous, soil damp but little vegetation response. To the east of site is main channel 700m away to south is smaller channel/Anna branch. rises to east to low levee before dropping to main channel. Grazing effect low- Evidence of Kangaroos and some cattle. Introduced species impact minimal. Fire- long unburnt by age of Chenopodium and lack of scarring on surrounding trees.",NA,NA,100m x 100m.,53517,2013-05-20T00:00:00,2013-05-20T00:00:00,"",Diamantina lakes National Park.11km south west of ranger station. 190 km south east of Boulia,R,2,A,B,4,0,WET,DRY,1,2,1,503066,7364056,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-23.8356916666667,141.029094444444,SW,QLD,2013-05-20,1
QDACYP0001-58585,QDACYP0001,2018-06-07T14:18:00,"Hope Vale, 15.3 km east north east of Hope Vale Community. 21.3 north of Cooktown
",CYP,DUN,DUS,10,180,"Neofabricia myrtifolia and Jacksonia thesioides mixed heathland on a dune slope. No surface strew or lithology. Deep sand. Landform element is a dune slope in the pattern of an irregular dune field. The dunes are almost parabolic at times but generally not too linear. Dunes are very well vegetated. Slope is 10 degrees to the south. Site is long unburnt, a few scattered dead shrub but no real evidence of past fire. Minimal grazing impact. Minimal impact of introduced plant species. Homogeneity is 80m from centre. The road is >30m from south west corner which mark the edge of the heathland.",NA,n/a,,58585,2018-06-07T08:28:25,2018-06-07T08:28:25,.,"Hope Vale, 15.3 km east north east of Hope Vale Community. 21.3 km north of Cooktown
",n/a,X,n/a,O,3,0,WET,FFR,1,31,1,312383.708,8310143.653,55,WGS84,,P,,TRUE,TRUE,TRUE,-15.2782333333333,145.252838888889,SW,QLD,2018-06-07,1
QDACYP0002-58586,QDACYP0002,2018-06-07T14:23:00,8.7km East South East of Hope Vale Community. 21.5km North North West of Cooktown.,CYP,ALP,PLA,0,,"Landform element is a swamp with a pattern of alluvial plain. Site is predominately flat with a few drainage lines and water holes through it. Soil is very clayey with no surface strew or lithology. Evidence of previous fire (scaring on bottoms of Melaleuca trunks), likely 2-3 years ago. A lot of regeneration, but not in this dry season. No evidence of grazing or grazing animals. Homogeneity- Site sits on an extensive wood/shrubland of Melaleuca viridiflora although some areas have been burnt more recently than others.
",NA,NA,,58586,2018-06-07T14:26:49,2018-06-07T14:26:49,,"8.7km East South East of Hope Vale, 
 21.5km North North West of Cooktown.",n/a,X,n/a,AM,2,2,WET,FFR,1,31,1,305810.405,8309497.403,55,WGS84,TABLET,P,,TRUE,TRUE,TRUE,-15.2845388888889,145.191505555556,SW,QLD,2018-06-07,1
QDACYP0003-58587,QDACYP0003,2018-06-08T14:35:00,"Hope Vale, 18.9km east north east of Hope Vale Community. 21.8km north north east of Cooktown. ",CYP,DUN,SWL,3,45,Site is in a swale. NE corner rises up into a dune but does not intersect any other transects. There is a creek channel that runs roughly south easterly through the site. The slope is a 2 degrees in a south easterly direction. Some scattered sandstone gravel is present through the middle of the plot. Along the channel is a very thin banned of riparian vegetation. Two isolated pockets of Eucalypts one is the south eastern corner and along the eastern boundary with a more extensive patch occurring just past the south west corner.The community is confined to the plot.,NA,,,58587,2018-06-08T11:17:00,2018-06-08T11:17:00,,"Hope Vale, 18.9km east north east of Hope Vale Community. 21.8km north north east of Cooktown. ",n/a,X,n/a,AM,3,NC,WET,FFR,13,31,13,315990.426,8310334.698,55,WGS84,TABLET,P,,TRUE,TRUE,TRUE,-15.2767416666667,145.286319444444,SW,QLD,2018-06-08,1
